"sum_insured_grouped","society_person","insured_age","type_of_boat","boat_age_grouped","extension_coverage_rent","extension_coverage_flood","extension_coverage_regatta","extension_coverage_sea_valve_obstruction","boat_length_grouped","construction_material","region_of_residence","number_of_claims_in_past_3_years","number_of_claims_in_past_5_years","number_of_years_with_no_claims","number_of_years_with_no_claims_grouped","time_on_book","total","weight","observed","fitted"
"000.120.000","Person","61","Motor","gr 009","No","Yes","No","No","gr 013","VTR","Emilia-Romagna","0","0","0","00","0","total",0.99877236320082,0,0.0440604150825335
"000.120.000","Person","61","Motor","gr 010","No","Yes","No","Yes","gr 013","VTR","Veneto","0","0","0","00","0","total",0.6986301369863,0,0.0325494975432637
"000.120.000","Person","61","Motor","gr 011","No","Yes","No","No","gr 010","VTR","Emilia-Romagna","0","0","0","00","0","total",0.99856276667414,0,0.0461491774006564
"000.120.000","Person","61","Motor","gr 012","No","No","No","No","gr 011","VTR","Lazio","0","0","1","01","1","total",1.00273972602738,0,0.045952851032761
"000.120.000","Person","61","Motor","gr 012","No","No","No","No","gr 012","VTR","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0448334337475481
"000.120.000","Person","61","Motor","gr 013","No","No","No","No","gr 010","VTR","Lazio","0","0","0","00","0","total",0.42465753424657,0,0.0187335852654815
"000.120.000","Person","61","Motor","gr 013","No","No","No","No","gr 013","VTR","Lombardia","0","0","1","01","1","total",0.99999999999999,0,0.0456679629169602
"000.120.000","Person","61","Motor","gr 014","No","No","No","No","gr 010","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0465904572678085
"000.120.000","Person","61","Motor","gr 024","No","Yes","No","No","gr 012","VTR","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.044956265072884
"000.120.000","Person","61","Motor","gr 033","No","Yes","No","No","gr 013","Wood","Piemonte","0","0","0","00","0","total",1.00273972602738,0,0.0442354335946207
"000.120.000","Person","61","Sail","gr 003","No","No","Yes","No","gr 012","VTR","Campania","0","0","0","00","0","total",1.00273972602738,0,0.0787019345293022
"000.120.000","Person","61","Sail","gr 005","No","Yes","No","Yes","gr 010","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0750825962596182
"000.120.000","Person","61","Sail","gr 006","No","Yes","Yes","No","gr 011","VTR","Lazio","0","0","0","00","0","total",0.41643835616437,0,0.0324753062592091
"000.120.000","Person","61","Sail","gr 007","No","No","No","No","gr 013","VTR","Emilia-Romagna","0","0","1","01","1","total",0.56438356164383,0,0.0427899688693791
"000.120.000","Person","61","Sail","gr 007","No","No","No","No","gr 013","VTR","Lazio","0","0","0","00","0","total",0.99780672206003,0,0.0730220580592964
"000.120.000","Person","61","Sail","gr 007","No","Yes","No","No","gr 011","VTR","Lazio","0","0","0","00","0","total",0.58630136986301,0,0.0457218127596771
"000.120.000","Person","61","Sail","gr 008","No","No","No","No","gr 014","VTR","Toscana","0","0","0","00","0","total",0.99999999999999,0,0.0784869019212993
"000.120.000","Person","61","Sail","gr 008","No","Yes","No","No","gr 012","VTR","Toscana","1","1","0","00","1","total",0.99862265139605,0,0.0734128143398114
"000.120.000","Person","61","Sail","gr 009","No","No","No","No","gr 012","Wood","Veneto","0","0","2","02","2","total",1,0,0.0772012716722165
"000.120.000","Person","61","Sail","gr 010","No","No","Yes","No","gr 012","VTR","Lazio","0","0","0","00","0","total",0.99928886892731,0,0.0778000469978086
"000.120.000","Person","61","Sail","gr 019","No","No","No","No","gr 013","VTR","Piemonte","0","0","0","00","0","total",1.00273972602739,0,0.076024896146567
"000.120.000","Person","61","Sail","gr 020","No","No","No","No","gr 012","VTR","Toscana","0","0","0","00","0","total",1.00273972602739,0,0.0745195978230089
"000.120.000","Person","61","Sail","gr 030","No","No","No","No","gr 011","VTR","Lombardia","0","0","0","00","0","total",0.99864510816677,0,0.0742153022333436
"000.120.000","Person","62","Motor","gr 000","No","No","No","Yes","gr 009","VTR","Lazio","0","0","0","00","0","total",1.00273972602739,0,0.0452726900188888
"000.120.000","Person","62","Motor","gr 001","No","No","No","No","gr 009","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.99903435885919,0,0.0425902466520717
"000.120.000","Person","62","Motor","gr 001","No","No","No","No","gr 010","VTR","Lazio","0","0","0","00","0","total",0.99999999999999,0,0.0430964553477325
"000.120.000","Person","62","Motor","gr 003","No","Yes","No","No","gr 009","VTR","Puglia","0","0","0","00","0","total",1.00273972602738,0,0.043214527828137
"000.120.000","Person","62","Motor","gr 004","No","No","No","No","gr 010","VTR","Lazio","0","0","0","00","0","total",0.99999999999999,0,0.0451489941445201
"000.120.000","Person","62","Motor","gr 005","No","No","No","No","gr 009","VTR","Toscana","0","0","0","00","0","total",0.99938618160041,0,0.0449712712585146
"000.120.000","Person","62","Motor","gr 006","No","No","No","No","gr 010","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0430964553477325
"000.120.000","Person","62","Motor","gr 006","No","Yes","No","No","gr 009","VTR","Campania","0","0","0","00","0","total",0.99999999999999,0,0.044376073619996
"000.120.000","Person","62","Motor","gr 007","No","No","No","No","gr 010","VTR","Sicilia","0","0","0","00","0","total",0.99999999999999,0,0.0439670051612234
"000.120.000","Person","62","Motor","gr 007","No","No","No","No","gr 011","VTR","Sardegna","0","0","0","00","0","total",0.99823340070363,0,0.0438893330808426
"000.120.000","Person","62","Motor","gr 007","No","No","No","No","gr 012","VTR","Lazio","0","0","0","00","0","total",0.99867505052772,0,0.0439087511009378
"000.120.000","Person","62","Motor","gr 007","No","Yes","No","No","gr 008","Other","Liguria","0","0","1","01","1","total",1.00273972602739,0,0.0440874627096105
"000.120.000","Person","62","Motor","gr 007","No","Yes","No","No","gr 013","Rubberized textiles","Sicilia","0","0","0","00","0","total",0.99864510816677,0,0.0439074346249994
"000.120.000","Person","62","Motor","gr 008","No","No","No","No","gr 010","VTR","Lombardia","0","0","0","00","0","total",0.99937869601017,0,0.0454869213371398
"000.120.000","Person","62","Motor","gr 008","No","No","No","No","gr 011","VTR","Emilia-Romagna","0","0","0","00","0","total",1.00273972602738,1,0.0448923091369669
"000.120.000","Person","62","Motor","gr 008","Yes","No","No","No","gr 014","VTR","Unknown","1","1","0","00","1","total",0.99999999999999,0,0.0455152001125672
"000.120.000","Person","62","Motor","gr 010","No","Yes","No","No","gr 013","VTR","Emilia-Romagna","0","0","0","00","0","total",1.00273972602739,0,0.0432145278281374
"000.120.000","Person","62","Motor","gr 012","No","Yes","No","No","gr 010","VTR","Emilia-Romagna","0","0","0","00","0","total",0.99875739202035,0,0.0430429033484232
"000.120.000","Person","62","Motor","gr 013","No","No","No","No","gr 011","VTR","Lazio","0","0","0","00","0","total",0.99999999999999,0,0.0447696525546258
"000.120.000","Person","62","Motor","gr 013","No","No","No","No","gr 012","VTR","Unknown","0","0","2","02","2","total",0.03835616438356,0,0.00167995116443202
"000.120.000","Person","62","Motor","gr 014","No","No","No","No","gr 013","VTR","Unknown","0","0","2","02","2","total",0.47671232876712,0,0.0212680418951506
"000.120.000","Person","62","Motor","gr 018","No","Yes","No","No","gr 009","VTR","Liguria","0","0","0","00","0","total",0.9917808219178,1,0.0451411025773955
"000.120.000","Person","62","Motor","gr 019","No","Yes","No","No","gr 012","VTR","Toscana","0","0","0","00","0","total",1.00273972602739,0,0.0446573046275027
"000.120.000","Person","62","Motor","gr 020","No","No","No","No","gr 012","VTR","Calabria","0","0","0","00","0","total",0.9987274496594,0,0.0439110549338308
"000.120.000","Person","62","Motor","gr 020","No","Yes","No","No","gr 012","VTR","Lombardia","0","0","0","00","0","total",0.85078972977019,0,0.0362703686000744
"000.120.000","Person","62","Motor","gr 023","No","No","No","No","gr 011","VTR","Emilia-Romagna","0","0","0","00","0","total",0.41917808219178,0,0.0184300049031979
"000.120.000","Person","62","Motor","gr 025","No","Yes","No","No","gr 012","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0437987267869792
"000.120.000","Person","62","Sail","gr 006","No","No","No","No","gr 012","VTR","Lazio","0","0","0","00","0","total",0.99952092222471,0,0.0741718715070027
"000.120.000","Person","62","Sail","gr 006","No","Yes","No","Yes","gr 010","VTR","Lombardia","0","0","1","01","1","total",0.76986301369863,0,0.0564692761254538
"000.120.000","Person","62","Sail","gr 007","No","Yes","No","No","gr 011","VTR","Lazio","0","0","1","01","1","total",0.99999999999999,0,0.0761836919923076
"000.120.000","Person","62","Sail","gr 009","No","No","No","No","gr 014","VTR","Toscana","0","0","1","01","1","total",0.67397260273972,0,0.0516771926797516
"000.120.000","Person","62","Sail","gr 009","No","Yes","No","No","gr 013","VTR","Lombardia","0","0","0","00","0","total",0.01917808219178,0,0.00147048922259451
"000.120.000","Person","62","Sail","gr 010","No","No","No","No","gr 012","Wood","Veneto","0","0","3","05","3","total",0.9983606557377,0,0.0752959115578681
"000.120.000","Person","62","Sail","gr 011","No","Yes","No","No","gr 012","VTR","Veneto","0","0","0","00","0","total",0.96164383561643,0,0.0712264583664466
"000.120.000","Person","62","Sail","gr 020","No","No","No","No","gr 013","VTR","Piemonte","0","0","1","01","1","total",0.99999999999999,0,0.074067399725792
"000.120.000","Person","62","Sail","gr 031","No","No","No","No","gr 011","VTR","Lombardia","0","0","0","00","0","total",0.99861516580581,1,0.0715570675946298
"000.120.000","Person","63","Motor","gr 001","No","No","No","No","gr 009","VTR","Lazio","0","0","0","00","0","total",0.99999999999999,0,0.0415540776845301
"000.120.000","Person","63","Motor","gr 003","No","No","No","No","gr 010","Rubberized textiles","Emilia-Romagna","0","0","0","00","0","total",0.99858522344486,0,0.0440446028369645
"000.120.000","Person","63","Motor","gr 004","No","Yes","No","No","gr 009","VTR","Puglia","0","0","1","01","1","total",0.99999999999999,0,0.0421018359622257
"000.120.000","Person","63","Motor","gr 005","No","Yes","No","No","gr 010","VTR","Emilia-Romagna","0","0","0","00","0","total",0.20547945205479,0,0.00882581392427291
"000.120.000","Person","63","Motor","gr 006","No","No","No","No","gr 011","VTR","Lombardia","0","0","0","00","0","total",0.32602739726027,0,0.0137263519986434
"000.120.000","Person","63","Motor","gr 006","No","No","No","No","gr 011","VTR","Piemonte","0","0","0","00","0","total",0.99999999999999,0,0.042952294431462
"000.120.000","Person","63","Motor","gr 007","No","Yes","No","No","gr 009","VTR","Campania","0","0","0","00","0","total",0.99864510816677,0,0.042044792528517
"000.120.000","Person","63","Motor","gr 008","No","No","No","No","gr 010","VTR","Sicilia","0","0","1","01","1","total",0.42739726027397,0,0.0183576929624879
"000.120.000","Person","63","Motor","gr 008","No","No","No","No","gr 012","VTR","Lazio","0","0","0","00","0","total",0.99858522344486,0,0.0420422712717785
"000.120.000","Person","63","Motor","gr 008","No","No","No","No","gr 013","VTR","Toscana","0","0","0","00","0","total",0.7945205479452,0,0.0353281644662084
"000.120.000","Person","63","Motor","gr 008","No","Yes","No","No","gr 013","Rubberized textiles","Sicilia","0","0","0","00","0","total",0.99861516580581,0,0.0428928126254148
"000.120.000","Person","63","Motor","gr 009","No","No","No","No","gr 010","VTR","Lombardia","0","0","0","00","0","total",0.99788157796241,0,0.0428613033443738
"000.120.000","Person","63","Motor","gr 009","No","No","No","No","gr 010","VTR","Puglia","0","0","0","00","0","total",1.00273972602739,0,0.0431513948537675
"000.120.000","Person","63","Motor","gr 009","No","No","No","No","gr 011","VTR","Unknown","1","1","0","00","1","total",0.16164383561643,0,0.00706972229613277
"000.120.000","Person","63","Motor","gr 009","No","No","No","No","gr 016","VTR","Veneto","0","0","0","00","0","total",0.56438356164383,0,0.0242415689120032
"000.120.000","Person","63","Motor","gr 009","Yes","No","No","No","gr 014","VTR","Lombardia","1","1","1","01","2","total",0.63561643835616,0,0.0273011844057513
"000.120.000","Person","63","Motor","gr 010","No","No","No","No","gr 010","VTR","Veneto","0","0","0","00","0","total",0.04657534246575,0,0.00196090742837751
"000.120.000","Person","63","Motor","gr 010","No","No","No","No","gr 011","VTR","Emilia-Romagna","1","1","0","00","1","total",0.3945205479452,0,0.0172549154346298
"000.120.000","Person","63","Motor","gr 013","No","Yes","No","No","gr 010","VTR","Emilia-Romagna","0","0","0","00","0","total",1.00273972602738,0,0.0422171834580124
"000.120.000","Person","63","Motor","gr 014","No","No","No","No","gr 011","VTR","Unknown","0","0","1","01","1","total",0.50958904109589,0,0.0222875991030638
"000.120.000","Person","63","Motor","gr 014","No","Yes","No","No","gr 011","VTR","Veneto","0","0","0","00","0","total",0.99999999999999,0,0.0421018359622257
"000.120.000","Person","63","Motor","gr 015","No","No","No","No","gr 013","VTR","Unknown","0","0","0","00","0","total",1.00273972602738,0,0.0434706944236007
"000.120.000","Person","63","Motor","gr 019","No","Yes","No","No","gr 009","VTR","Unknown","1","1","0","00","0","total",0.67123287671232,0,0.0298462079111069
"000.120.000","Person","63","Motor","gr 020","No","No","No","No","gr 012","VTR","Emilia-Romagna","0","0","0","00","0","total",1.00273972602739,0,0.0422171834580128
"000.120.000","Person","63","Motor","gr 020","No","Yes","No","No","gr 012","VTR","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0435074640042249
"000.120.000","Person","63","Motor","gr 022","No","No","No","No","gr 014","VTR","Sicilia","0","0","0","00","0","total",0.99888464705441,0,0.0429854973325687
"000.120.000","Person","63","Motor","gr 026","No","Yes","No","No","gr 012","VTR","Unknown","0","0","1","01","1","total",0.40273972602739,0,0.0172323870183096
"000.120.000","Person","63","Sail","gr 010","No","Yes","No","No","gr 012","VTR","Abruzzo","0","0","0","00","0","total",0.83561643835616,0,0.0596363745349733
"000.120.000","Person","63","Sail","gr 010","No","Yes","No","No","gr 013","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0749059219771152
"000.120.000","Person","63","Sail","gr 027","No","No","No","No","gr 014","VTR","Lombardia","0","0","0","00","0","total",0.52328767123287,0,0.0378640517113726
"000.120.000","Person","63","Sail","gr 032","No","No","No","No","gr 011","VTR","Lombardia","1","1","0","00","1","total",1.00273972602739,0,0.0701943379210645
"000.120.000","Person","64","Motor","gr 000","No","No","No","No","gr 007","VTR","Lombardia","0","0","0","00","0","total",0.67671232876712,0,0.0289139070086739
"000.120.000","Person","64","Motor","gr 004","No","Yes","No","No","gr 012","VTR","Emilia-Romagna","0","0","0","00","0","total",0.35342465753424,0,0.0148300528052351
"000.120.000","Person","64","Motor","gr 005","No","Yes","No","No","gr 009","VTR","Puglia","0","0","2","02","2","total",0.99901190208847,0,0.041089530675579
"000.120.000","Person","64","Motor","gr 005","No","Yes","No","No","gr 012","VTR","Puglia","0","0","0","00","0","total",0.99999999999999,0,0.0434385603832775
"000.120.000","Person","64","Motor","gr 006","No","Yes","No","No","gr 010","VTR","Emilia-Romagna","0","0","1","01","1","total",1.00273972602739,0,0.0420759637729932
"000.120.000","Person","64","Motor","gr 006","No","Yes","No","No","gr 011","VTR","Piemonte","0","0","0","00","0","total",0.99877984879107,0,0.0419098033558718
"000.120.000","Person","64","Motor","gr 007","No","No","No","No","gr 010","VTR","Piemonte","0","0","0","00","0","total",0.52876712328767,0,0.0221875983830266
"000.120.000","Person","64","Motor","gr 007","No","No","No","No","gr 010","VTR","Puglia","0","0","0","00","0","total",0.99886967587393,0,0.0419928093442025
"000.120.000","Person","64","Motor","gr 007","No","No","No","No","gr 011","VTR","Lombardia","0","0","1","01","1","total",1.00273972602739,0,0.0412428567128076
"000.120.000","Person","64","Motor","gr 007","No","Yes","No","No","gr 010","VTR","Lombardia","0","0","0","00","0","total",0.99897447413728,0,0.0406446219944901
"000.120.000","Person","64","Motor","gr 007","No","Yes","No","No","gr 012","VTR","Liguria","0","0","0","00","0","total",0.99839808368889,1,0.0422835633459934
"000.120.000","Person","64","Motor","gr 008","No","Yes","No","Yes","gr 009","VTR","Lazio","0","0","0","00","0","total",0.73972602739726,0,0.0318741011255706
"000.120.000","Person","64","Motor","gr 009","No","No","No","No","gr 010","VTR","Friuli-Venezia Giulia","0","0","0","00","0","total",0.99999999999999,0,0.0421190211615962
"000.120.000","Person","64","Motor","gr 009","No","Yes","No","No","gr 012","VTR","Unknown","0","0","0","00","0","total",0.99913167153229,0,0.0426899274803181
"000.120.000","Person","64","Motor","gr 009","No","Yes","No","No","gr 013","Rubberized textiles","Sicilia","0","0","1","01","1","total",1.00273972602739,0,0.0420759637729932
"000.120.000","Person","64","Motor","gr 010","No","No","No","No","gr 010","VTR","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0420759637729932
"000.120.000","Person","64","Motor","gr 010","No","No","No","No","gr 010","VTR","Puglia","0","0","0","00","0","total",0.99999999999999,1,0.0420403285418208
"000.120.000","Person","64","Motor","gr 010","No","Yes","No","No","gr 014","VTR","Campania","0","0","0","00","0","total",0.48493150684931,0,0.0210647265420277
"000.120.000","Person","64","Motor","gr 011","No","No","No","No","gr 011","VTR","Lazio","0","0","0","00","0","total",0.99999999999999,0,0.0434385603832775
"000.120.000","Person","64","Motor","gr 014","No","Yes","No","No","gr 010","VTR","Emilia-Romagna","0","0","1","01","1","total",0.99999999999999,0,0.0411301713119528
"000.120.000","Person","64","Motor","gr 016","No","No","No","No","gr 013","VTR","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0414710650022738
"000.120.000","Person","64","Motor","gr 016","No","Yes","No","No","gr 013","VTR","Lombardia","0","0","0","00","0","total",0.99773186615764,0,0.0405940648151753
"000.120.000","Person","64","Motor","gr 021","No","No","No","No","gr 012","VTR","Toscana","0","0","0","00","0","total",0.99885470469345,0,0.0410830651197921
"000.120.000","Person","64","Motor","gr 021","No","Yes","No","No","gr 012","VTR","Toscana","0","0","2","02","2","total",0.67123287671232,0,0.0285296519216348
"000.120.000","Person","64","Motor","gr 023","No","No","No","No","gr 014","VTR","Sicilia","0","0","0","00","0","total",0.34246575342465,0,0.0143973727882946
"000.120.000","Person","64","Sail","gr 000","No","No","No","No","gr 010","VTR","Sardegna","0","0","0","00","0","total",0.05479452054794,0,0.00396422354338736
"000.120.000","Person","64","Sail","gr 002","No","No","No","No","gr 010","VTR","Lombardia","0","0","0","00","0","total",0.99786660678194,0,0.0718249602486337
"000.120.000","Person","64","Sail","gr 007","No","No","No","No","gr 013","VTR","Emilia-Romagna","0","0","0","00","0","total",1.00273972602739,0,0.0716700405289091
"000.120.000","Person","64","Sail","gr 008","No","No","No","No","gr 013","VTR","Toscana","0","0","0","00","0","total",0.99843551164009,0,0.0724748423877562
"000.120.000","Person","64","Sail","gr 010","No","No","No","No","gr 011","VTR","Friuli-Venezia Giulia","0","0","0","00","0","total",1.00273972602739,0,0.0694782631379955
"000.120.000","Person","64","Sail","gr 010","No","No","Yes","No","gr 014","VTR","Veneto","0","0","0","00","0","total",0.76164383561643,0,0.0557349439782827
"000.120.000","Person","64","Sail","gr 019","No","Yes","No","No","gr 015","VTR","Liguria","0","0","0","00","0","total",0.99968560520996,0,0.0713233105052518
"000.120.000","Person","64","Sail","gr 028","No","No","No","No","gr 014","VTR","Lombardia","0","0","1","01","1","total",1.00273972602739,0,0.0708817263353379
"000.120.000","Person","64","Sail","gr 033","No","No","No","No","gr 011","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0683869672806067
"000.120.000","Person","65","Motor","gr 004","No","Yes","No","No","gr 010","VTR","Toscana","0","0","0","00","0","total",0.24383561643835,0,0.00999545290711113
"000.120.000","Person","65","Motor","gr 005","No","Yes","No","No","gr 010","Rubberized textiles","Emilia-Romagna","0","0","0","00","0","total",0.89863013698629,0,0.0354753857087446
"000.120.000","Person","65","Motor","gr 005","No","Yes","No","No","gr 012","VTR","Emilia-Romagna","0","0","1","01","1","total",1.00273972602739,0,0.0411048962247499
"000.120.000","Person","65","Motor","gr 006","No","Yes","No","No","gr 009","VTR","Puglia","0","0","3","05","3","total",0.99824837188412,0,0.0401105495769952
"000.120.000","Person","65","Motor","gr 006","No","Yes","No","No","gr 012","VTR","Puglia","0","0","0","00","0","total",0.17260273972602,0,0.00707543295671899
"000.120.000","Person","65","Motor","gr 007","No","Yes","No","No","gr 011","VTR","Piemonte","0","0","0","00","0","total",0.33150684931506,0,0.0135893236152859
"000.120.000","Person","65","Motor","gr 008","No","No","No","No","gr 010","VTR","Lazio","0","0","0","00","0","total",0.99999999999999,0,0.0424360455850857
"000.120.000","Person","65","Motor","gr 008","No","No","No","No","gr 010","VTR","Piemonte","0","0","1","01","1","total",1.00273972602738,0,0.0411048962247495
"000.120.000","Person","65","Motor","gr 010","No","Yes","No","No","gr 012","VTR","Unknown","0","0","0","00","0","total",0.99812860244029,0,0.0416628212745621
"000.120.000","Person","65","Motor","gr 010","No","Yes","No","No","gr 013","Rubberized textiles","Sicilia","0","0","0","00","0","total",0.99999999999999,0,0.0409925877651193
"000.120.000","Person","65","Motor","gr 011","No","No","No","No","gr 010","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0409925877651193
"000.120.000","Person","65","Motor","gr 011","No","No","No","No","gr 010","VTR","Unknown","1","1","0","00","1","total",0.58630136986301,0,0.0240794461671962
"000.120.000","Person","65","Motor","gr 012","No","No","No","No","gr 011","VTR","Lazio","0","0","0","00","0","total",1.00273972602739,0,0.0425523087236751
"000.120.000","Person","65","Motor","gr 013","No","No","No","No","gr 012","VTR","Veneto","0","0","0","00","0","total",0.42739726027397,0,0.0175860979279763
"000.120.000","Person","65","Motor","gr 013","No","Yes","No","Yes","gr 011","VTR","Lombardia","0","0","0","00","0","total",0.42739726027397,0,0.0175201197023524
"000.120.000","Person","65","Motor","gr 014","No","No","No","No","gr 007","VTR","Puglia","0","0","0","00","0","total",0.99839059809865,0,0.0410039851456742
"000.120.000","Person","65","Motor","gr 015","No","No","No","No","gr 010","VTR","Lazio","0","0","0","00","0","total",0.97808219178082,0,0.0415059404763718
"000.120.000","Person","65","Motor","gr 015","No","Yes","No","No","gr 010","VTR","Unknown","0","0","2","02","2","total",0.41917808219178,0,0.0168429658598982
"000.120.000","Person","65","Motor","gr 016","No","No","No","No","gr 013","VTR","Lombardia","0","0","0","00","0","total",0.99753724081143,0,0.0423315358238949
"000.120.000","Person","65","Motor","gr 017","No","No","No","No","gr 013","VTR","Unknown","0","0","2","02","2","total",0.53698630136986,0,0.0217554403854838
"000.120.000","Person","65","Motor","gr 021","No","No","No","No","gr 012","VTR","Lombardia","0","0","0","00","0","total",0.54246575342465,0,0.0230201014406765
"000.120.000","Person","65","Motor","gr 022","No","No","No","No","gr 013","VTR","Toscana","0","0","0","00","0","total",1.00273972602739,0,0.0398562470454696
"000.120.000","Person","65","Motor","gr 022","No","Yes","No","No","gr 012","VTR","Friuli-Venezia Giulia","0","0","0","00","0","total",0.41917808219178,0,0.0171831943234611
"000.120.000","Person","65","Motor","gr 023","No","No","No","No","gr 013","VTR","Veneto","0","0","0","00","0","total",0.99999999999999,0,0.0397473501956185
"000.120.000","Person","65","Sail","gr 003","No","No","No","No","gr 010","VTR","Lombardia","0","0","0","00","0","total",0.99939366719065,0,0.0683461112321512
"000.120.000","Person","65","Sail","gr 006","No","No","No","No","gr 012","VTR","Veneto","0","0","0","00","0","total",0.28767123287671,0,0.0194722730311613
"000.120.000","Person","65","Sail","gr 010","No","No","No","No","gr 011","VTR","Emilia-Romagna","0","0","0","00","0","total",0.4958904109589,0,0.034869691005487
"000.120.000","Person","65","Sail","gr 011","No","No","No","No","gr 011","VTR","Friuli-Venezia Giulia","0","0","1","01","1","total",0.99999999999999,0,0.0676893300607033
"000.120.000","Person","65","Sail","gr 011","No","No","Yes","No","gr 013","VTR","Veneto","0","0","0","00","0","total",1.00273972602739,0,0.0716841833537349
"000.120.000","Person","65","Sail","gr 020","No","Yes","No","No","gr 015","VTR","Liguria","0","0","0","00","0","total",1.00273972602739,1,0.0666859867107015
"000.120.000","Person","65","Sail","gr 029","No","No","No","No","gr 014","VTR","Lombardia","0","0","2","02","2","total",0.99999999999999,1,0.0690566567511285
"000.120.000","Person","66","Motor","gr 000","No","No","No","No","gr 010","Rubberized textiles","Lazio","0","0","0","00","0","total",1.00273972602739,0,0.0415702476512936
"000.120.000","Person","66","Motor","gr 003","No","No","No","No","gr 010","VTR","Lazio","0","0","0","00","0","total",0.99999999999999,0,0.040046523358562
"000.120.000","Person","66","Motor","gr 004","No","No","No","No","gr 010","VTR","Friuli-Venezia Giulia","0","0","0","00","0","total",0.99999999999999,0,0.040046523358562
"000.120.000","Person","66","Motor","gr 005","No","No","No","No","gr 010","VTR","Campania","0","0","0","00","0","total",1.00273972602739,0,0.0401562398609143
"000.120.000","Person","66","Motor","gr 005","No","No","No","No","gr 011","VTR","Lombardia","0","0","0","00","0","total",0.55068493150684,0,0.022053016972797
"000.120.000","Person","66","Motor","gr 005","No","Yes","No","No","gr 010","VTR","Toscana","0","0","1","01","1","total",1.00273972602739,0,0.0401562398609143
"000.120.000","Person","66","Motor","gr 006","No","No","No","No","gr 011","VTR","Veneto","0","0","0","00","0","total",0.99842802604984,0,0.0413914989379311
"000.120.000","Person","66","Motor","gr 006","No","Yes","No","No","gr 010","Rubberized textiles","Unknown","0","0","1","01","1","total",0.51506849315068,0,0.0198641787767003
"000.120.000","Person","66","Motor","gr 007","No","No","No","No","gr 008","Other","Liguria","0","0","0","00","0","total",0.51506849315068,0,0.0202182922742261
"000.120.000","Person","66","Motor","gr 007","No","No","No","No","gr 010","VTR","Campania","0","0","0","00","0","total",0.99999999999999,0,0.0414566677396779
"000.120.000","Person","66","Motor","gr 007","No","Yes","No","No","gr 009","VTR","Puglia","0","0","4","05","4","total",1.00273972602738,0,0.0393611434700357
"000.120.000","Person","66","Motor","gr 007","No","Yes","No","No","gr 011","VTR","Piemonte","0","0","0","00","0","total",0.67123287671232,1,0.026880543076295
"000.120.000","Person","66","Motor","gr 008","No","Yes","No","No","gr 011","VTR","Piemonte","1","1","0","00","1","total",0.99999999999999,0,0.0392535993621943
"000.120.000","Person","66","Motor","gr 009","No","No","No","No","gr 010","VTR","Puglia","0","0","0","00","0","total",0.99999999999999,0,0.040046523358562
"000.120.000","Person","66","Motor","gr 009","No","No","No","No","gr 010","VTR","Unknown","0","0","1","01","1","total",0.21643835616438,0,0.00897281301762886
"000.120.000","Person","66","Motor","gr 009","No","No","No","No","gr 012","VTR","Piemonte","0","0","0","00","0","total",0.55582753200089,0,0.0222589602436057
"000.120.000","Person","66","Motor","gr 009","No","Yes","No","No","gr 008","Other","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0405641350847315
"000.120.000","Person","66","Motor","gr 010","No","Yes","No","No","gr 010","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0388300245198035
"000.120.000","Person","66","Motor","gr 010","No","Yes","No","No","gr 014","VTR","Puglia","0","0","0","00","0","total",1.00273972602738,1,0.0391086704418919
"000.120.000","Person","66","Motor","gr 011","No","Yes","No","No","gr 013","Rubberized textiles","Unknown","0","0","1","01","1","total",0.50410958904109,0,0.0201878364328093
"000.120.000","Person","66","Motor","gr 013","No","No","No","No","gr 011","VTR","Lazio","0","0","0","00","0","total",0.87671232876712,0,0.0363455717169781
"000.120.000","Person","66","Motor","gr 014","No","No","No","No","gr 014","VTR","Puglia","0","0","0","00","0","total",1.00273972602739,0,0.0415702476512936
"000.120.000","Person","66","Motor","gr 022","No","No","No","No","gr 012","VTR","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0401562398609143
"000.120.000","Person","66","Motor","gr 023","No","No","No","No","gr 013","VTR","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0388300245198035
"000.120.000","Person","66","Motor","gr 032","No","No","No","No","gr 012","VTR","Puglia","0","0","0","00","0","total",0.99890710382513,0,0.040733034024341
"000.120.000","Person","66","Sail","gr 003","No","No","No","No","gr 012","VTR","Lazio","0","0","0","00","0","total",0.31780821917808,0,0.0218316719511336
